fecha,mes,dia_semana,hora,tipo,rango_londres,ratio_mecha_sweep,distancia_sl,resultado
2022-12-19 09:50,12,0,9,1,6.472,0.187,2.42,1
2022-12-20 10:40,12,1,10,0,15.43,0.307,6.25,0
2022-12-21 09:25,12,2,9,0,5.503,0.819,1.837,0
2022-12-22 09:55,12,3,9,1,5.94,0.417,3.82,0
2022-12-23 09:55,12,4,9,1,4.56,0.232,2.88,1
2022-12-27 09:30,12,1,9,1,5.94,0.258,3.777,1
2022-12-29 10:25,12,3,10,0,7.65,0.267,4.491,0
2021-01-04 10:05,1,0,10,0,11.967,0.49,10.21,1
2021-01-05 09:30,1,1,9,0,11.167,0.381,6.64,1
2021-01-08 10:30,1,4,10,1,27.89,0.053,11.483,0
2021-01-11 09:30,1,0,9,1,18.568,0.891,8.69,1
2021-01-12 09:30,1,1,9,1,10.07,0.49,10.657,1
2021-01-14 09:55,1,3,9,0,8.52,0.408,7.54,0
2021-01-15 09:25,1,4,9,1,11.376,0.35,4.697,0
2021-01-19 10:35,1,1,10,1,9.547,0.67,4.638,1
2021-01-20 10:50,1,2,10,0,21.06,0.299,4.334,0
2021-01-21 10:10,1,3,10,1,10.434,0.376,5.216,1
2021-01-22 09:40,1,4,9,1,24.21,0.26,6.806,1
2021-01-25 09:30,1,0,9,0,15.91,0.974,4.2,1
2021-01-26 09:30,1,1,9,0,8.92,0.526,3.13,1
2021-01-28 09:15,1,3,9,0,9.12,0.793,4.247,0
2021-01-29 09:25,1,4,9,0,26.656,0.989,10.957,1
2021-02-02 10:25,2,1,10,1,14.38,0.106,6.66,1
2021-02-03 09:40,2,2,9,0,6.86,0.562,5.058,1
2021-02-04 10:05,2,3,10,1,16.149,0.664,10.667,1
2021-02-05 09:20,2,4,9,1,12.993,0.907,5.36,1
2021-02-08 09:35,2,0,9,0,18.66,0.0,3.115,0
2021-02-09 10:05,2,1,10,1,10.022,0.071,9.78,1
2021-02-10 09:20,2,2,9,0,8.55,0.168,5.49,1
2021-02-11 09:45,2,3,9,1,6.37,0.945,4.657,0
2021-02-12 09:45,2,4,9,1,9.397,0.324,8.313,1
2021-02-16 09:40,2,1,9,1,21.138,0.675,6.76,1
2021-02-17 09:40,2,2,9,1,9.73,0.419,8.32,0
2021-02-18 09:30,2,3,9,1,10.127,0.672,5.024,0
2021-02-22 10:05,2,0,10,0,9.007,0.521,5.13,0
2021-02-24 10:00,2,2,10,1,7.235,0.536,4.75,0
2021-02-25 09:30,2,3,9,1,13.86,0.769,7.71,0
2021-03-01 10:10,3,0,10,1,18.972,0.188,6.605,0
2021-03-02 14:05,3,1,14,0,20.51,0.726,2.569,0
2021-03-03 09:20,3,2,9,1,15.05,0.215,7.101,0
2021-03-04 13:25,3,3,13,1,16.915,0.751,6.043,0
2021-03-05 09:45,3,4,9,0,8.586,0.87,12.691,0
2021-03-09 10:30,3,1,10,0,16.68,0.157,6.804,0
2021-03-10 09:30,3,2,9,0,7.307,0.523,5.469,0
2021-03-11 10:30,3,3,10,1,9.58,0.634,4.693,0
2021-03-12 14:30,3,4,14,0,12.166,0.796,1.899,0
2021-03-15 09:20,3,0,9,0,10.332,0.272,4.596,1
2021-03-16 10:15,3,1,10,0,7.551,0.454,8.473,1
2021-03-18 09:35,3,3,9,1,14.546,0.575,5.04,1
2021-03-19 13:50,3,4,13,0,10.85,0.338,1.55,1
2021-03-22 13:45,3,0,13,0,11.013,0.542,0.957,1
2021-03-23 09:45,3,1,9,1,6.253,0.489,4.36,0
2021-03-25 09:30,3,3,9,0,9.19,0.689,7.23,1
2021-03-26 10:40,3,4,10,0,10.45,0.971,5.26,1
2021-03-29 10:30,3,0,10,1,4.443,0.375,3.517,0
2021-03-30 09:45,3,1,9,1,18.91,0.47,4.137,0
2021-04-01 10:05,4,3,10,0,9.48,0.858,5.19,0
2021-04-05 10:40,4,0,10,0,6.19,0.667,2.59,0
2021-04-06 10:25,4,1,10,0,9.408,0.797,4.629,0
2021-04-09 09:45,4,4,9,1,5.45,0.278,9.03,1
2021-04-12 10:15,4,0,10,1,7.94,0.828,3.36,0
2021-04-13 10:00,4,1,10,0,6.66,0.361,3.16,0
2021-04-14 10:30,4,2,10,1,7.21,0.221,6.083,1
2021-04-16 10:30,4,4,10,0,18.23,0.808,2.53,0
2021-04-19 09:55,4,0,9,1,12.343,0.872,7.2,0
2021-04-20 10:20,4,1,10,0,12.013,0.54,3.29,0
2021-04-21 10:50,4,2,10,0,10.677,0.176,6.77,0
2021-04-23 09:25,4,4,9,0,10.82,0.28,8.283,1
2021-04-26 10:10,4,0,10,1,7.313,0.821,3.987,1
2021-04-27 09:25,4,1,9,0,7.19,0.135,3.681,1
2021-04-28 09:35,4,2,9,0,7.22,0.702,4.67,0
2021-04-29 10:15,4,3,10,1,9.473,0.362,7.05,1
2021-05-03 09:30,5,0,9,0,8.203,0.374,2.92,0
2021-05-04 10:35,5,1,10,0,9.83,0.471,8.61,1
2021-05-07 09:20,5,4,9,0,5.51,0.122,7.89,0
2021-05-10 09:50,5,0,9,0,8.57,0.054,6.468,1
2021-05-11 09:35,5,1,9,1,9.103,0.667,5.043,1
2021-05-12 10:10,5,2,10,0,5.63,0.521,13.46,1
2021-05-14 10:00,5,4,10,0,5.85,0.345,4.75,0
2021-05-17 10:10,5,0,10,1,8.197,0.141,12.763,1
2021-05-18 10:45,5,1,10,1,6.12,0.884,4.11,0
2021-05-19 10:20,5,2,10,0,20.89,0.033,11.874,0
2021-05-21 09:20,5,4,9,0,7.243,0.692,3.583,1
2021-05-24 10:35,5,0,10,0,7.93,0.032,4.05,1
2021-05-25 10:30,5,1,10,0,7.41,0.061,5.69,0
2021-05-26 09:30,5,2,9,1,6.533,0.595,5.34,0
2021-05-28 10:35,5,4,10,0,6.1,0.308,4.433,0
2021-06-02 09:20,6,2,9,0,8.83,0.573,2.76,0
2021-06-03 10:15,6,3,10,1,7.53,0.437,7.823,0
2021-06-08 10:05,6,1,10,1,10.571,0.069,12.08,0
2021-06-09 10:05,6,2,10,0,6.36,0.953,7.46,1
2021-06-10 09:25,6,3,9,0,12.81,0.566,7.205,0
2021-06-11 10:50,6,4,10,1,15.74,0.592,4.88,0
2021-06-14 09:30,6,0,9,1,10.57,0.884,4.02,1
2021-06-15 10:30,6,1,10,1,5.93,0.309,3.439,0
2021-06-16 14:00,6,2,14,0,8.313,0.499,17.35,1
2021-06-18 10:35,6,4,10,1,13.594,0.506,9.54,0
2021-06-21 10:25,6,0,10,1,11.67,0.974,8.54,1
2021-06-22 10:20,6,1,10,1,11.19,0.685,5.33,1
2021-06-23 10:45,6,2,10,0,6.157,0.413,5.35,1
2021-06-25 09:30,6,4,9,0,6.75,0.691,4.0,1
2021-06-29 09:30,6,1,9,1,12.48,0.687,6.09,1
2021-07-01 09:40,7,3,9,0,6.77,0.676,3.79,1
2021-07-02 09:20,7,4,9,0,14.52,0.147,4.01,0
2021-07-06 09:40,7,1,9,0,8.606,0.616,4.08,0
2021-07-07 09:35,7,2,9,1,7.74,0.877,3.51,0
2021-07-12 10:25,7,0,10,1,8.0,0.336,8.903,1
2021-07-13 09:25,7,1,9,1,6.56,0.757,7.747,1
2021-07-14 09:35,7,2,9,0,10.77,0.296,3.43,0
2021-07-16 10:05,7,4,10,0,10.88,0.584,4.54,1
2021-07-19 10:45,7,0,10,0,10.76,0.724,3.821,0
2021-07-20 10:00,7,1,10,0,8.13,0.911,3.12,1
2021-07-22 09:15,7,3,9,0,10.65,0.976,3.93,0
2021-07-26 09:35,7,0,9,1,5.34,0.682,3.94,0
2021-07-27 09:40,7,1,9,0,7.34,0.752,4.059,1
2021-07-28 10:00,7,2,10,1,10.43,0.409,3.49,1
2021-07-29 10:30,7,3,10,0,13.02,0.975,1.7,0
2021-07-30 09:45,7,4,9,1,4.74,0.511,4.828,0
2021-09-01 09:55,9,2,9,0,7.42,0.435,5.68,1
2021-09-02 09:45,9,3,9,1,4.849,0.971,3.78,0
2021-09-03 09:40,9,4,9,0,5.054,0.518,6.467,0
2021-09-07 10:35,9,1,10,1,12.237,0.017,5.989,0
2021-09-08 10:55,9,2,10,1,6.289,0.203,6.643,1
2021-09-10 09:15,9,4,9,1,10.8,0.779,3.097,0
2021-09-13 09:55,9,0,9,1,4.39,0.373,8.11,1
2021-09-14 09:30,9,1,9,0,12.75,0.823,6.23,0
2021-09-15 09:30,9,2,9,1,5.514,0.412,4.439,0
2021-09-16 10:05,9,3,10,1,16.2,0.77,9.52,0
2021-09-17 10:00,9,4,10,1,9.329,0.202,5.831,0
2021-09-20 09:10,9,0,9,0,9.323,0.47,2.004,1
2021-09-21 10:05,9,1,10,0,10.426,0.029,3.24,0
2021-09-22 14:35,9,2,14,0,8.01,0.51,11.49,1
2021-09-23 10:05,9,3,10,1,16.295,0.306,5.487,0
2021-09-24 10:00,9,4,10,1,8.513,0.239,6.9,1
2021-09-30 09:40,9,3,9,0,11.87,0.752,4.59,0
2021-10-01 09:50,10,4,9,0,5.963,0.957,4.92,0
2021-10-05 09:35,10,1,9,1,7.38,0.211,4.287,0
2021-10-06 10:05,10,2,10,0,10.968,0.202,3.187,0
2021-10-07 09:30,10,3,9,1,8.803,0.959,4.32,1
2021-10-08 09:35,10,4,9,0,8.88,0.957,6.72,1
2021-10-11 10:30,10,0,10,0,4.955,0.334,1.793,0
2021-10-12 10:35,10,1,10,0,8.528,0.213,5.92,0
2021-10-13 09:30,10,2,9,1,13.88,0.736,14.235,1
2021-10-15 09:40,10,4,9,1,14.57,0.773,5.126,0
2021-10-18 09:45,10,0,9,0,6.664,0.095,5.55,0
2021-10-19 09:30,10,1,9,0,7.07,0.739,6.91,1
2021-10-20 09:15,10,2,9,0,9.206,0.817,3.144,1
2021-10-22 10:30,10,4,10,0,4.564,0.902,2.844,0
2021-10-25 10:30,10,0,10,0,7.604,0.722,3.256,1
2021-10-26 10:25,10,1,10,1,4.866,0.513,3.446,1
2021-10-27 10:00,10,2,10,0,8.454,0.696,5.076,1
2021-10-28 10:10,10,3,10,0,7.79,0.167,9.266,1
2021-10-29 10:05,10,4,10,1,8.264,0.623,9.65,1
2021-11-01 09:45,11,0,9,0,9.804,0.257,3.734,0
2021-11-02 09:30,11,1,9,1,7.36,0.388,4.73,0
2021-11-04 10:05,11,3,10,0,20.674,0.539,3.73,1
2021-11-08 10:05,11,0,10,0,6.125,0.68,4.67,0
2021-11-09 09:25,11,1,9,0,8.55,0.378,2.93,0
2021-11-10 10:00,11,2,10,0,4.465,0.334,8.19,0
2021-11-15 09:40,11,0,9,0,6.496,0.555,4.72,1
2021-11-17 10:35,11,2,10,0,9.934,0.244,3.86,0
2021-11-18 10:55,11,3,10,1,10.994,0.254,2.64,0
2021-11-19 14:45,11,4,14,1,13.32,0.424,4.276,0
2021-11-22 09:35,11,0,9,1,9.75,0.912,8.37,0
2021-11-23 10:45,11,1,10,1,18.93,0.342,3.14,0
2021-11-24 09:35,11,2,9,1,10.457,0.749,5.82,1
2021-11-25 10:15,11,3,10,1,5.393,0.186,1.33,0
2021-11-29 09:30,11,0,9,1,9.06,0.727,3.01,0
2021-11-30 10:30,11,1,10,0,9.463,0.241,6.99,1
2021-12-01 09:25,12,2,9,0,12.033,0.94,4.507,0
2021-12-02 10:20,12,3,10,1,13.8,0.732,6.3,0
2021-12-03 13:50,12,4,13,0,8.628,0.19,1.27,0
2021-12-06 10:00,12,0,10,1,6.207,0.609,5.141,1
2021-12-07 10:00,12,1,10,1,7.26,0.148,6.793,1
2021-12-09 10:20,12,3,10,1,13.277,0.552,3.48,0
2021-12-10 09:15,12,4,9,0,3.72,0.452,4.1,0
2021-12-14 09:35,12,1,9,1,3.743,0.397,3.78,0
2021-12-15 09:50,12,2,9,1,4.66,0.199,5.34,0
2021-12-16 09:15,12,3,9,0,6.18,0.412,3.46,0
2021-12-17 09:40,12,4,9,1,7.03,0.115,3.847,0
2021-12-20 10:00,12,0,10,1,7.447,0.429,5.05,0
2021-12-22 09:10,12,2,9,0,7.643,0.459,1.74,1
2021-12-27 09:30,12,0,9,0,4.613,0.557,2.187,0
2021-12-28 09:35,12,1,9,1,4.78,0.213,4.714,0
2021-12-29 09:15,12,2,9,1,13.987,0.392,2.554,1
2021-12-31 09:30,12,4,9,0,5.226,0.239,2.056,0
2020-01-02 09:55,1,3,9,0,5.353,0.441,4.443,0
2020-01-07 09:55,1,1,9,0,7.21,0.132,2.9,0
2020-01-08 10:20,1,2,10,1,17.36,0.042,3.657,0
2020-01-09 13:45,1,3,13,0,12.01,0.267,2.663,1
2020-01-13 09:35,1,0,9,0,8.597,0.233,4.347,1
2020-01-14 10:15,1,1,10,0,4.22,0.606,3.1,1
2020-01-15 09:30,1,2,9,0,4.167,0.734,3.397,0
2020-01-16 09:55,1,3,9,1,5.66,0.714,3.387,0
2020-01-17 13:50,1,4,13,0,5.613,0.853,1.28,1
2020-01-21 10:05,1,1,10,1,9.697,0.617,6.397,1
2020-01-23 10:05,1,3,10,0,5.15,0.076,3.79,0
2020-01-24 10:55,1,4,10,0,5.51,0.509,5.637,0
2020-01-27 14:00,1,0,14,1,10.4,0.214,2.48,1
2020-01-28 10:55,1,1,10,1,10.63,0.947,3.053,0
2020-01-29 10:15,1,2,10,0,5.19,0.408,2.41,0
2020-01-30 10:00,1,3,10,1,4.637,0.126,6.71,1
2020-01-31 09:35,1,4,9,0,5.92,0.695,2.413,0
2020-02-03 10:40,2,0,10,1,7.937,0.523,4.437,0
2020-02-04 09:20,2,1,9,1,7.74,1.0,2.87,0
2020-02-07 10:05,2,4,10,0,5.557,0.528,2.75,0
2020-02-10 09:30,2,0,9,0,4.513,0.295,2.293,1
2020-02-11 09:45,2,1,9,0,4.787,0.252,2.19,1
2020-02-13 09:55,2,3,9,1,5.22,0.64,3.72,1
2020-02-14 10:05,2,4,10,0,2.533,0.406,2.76,0
2020-02-17 09:35,2,0,9,0,2.93,0.973,0.967,1
2020-02-18 09:30,2,1,9,0,2.963,0.604,3.423,0
2020-02-19 09:40,2,2,9,1,6.433,0.106,3.347,1
2020-02-20 10:40,2,3,10,0,11.71,0.201,3.24,0
2020-02-21 09:10,2,4,9,0,7.613,0.956,1.93,0
2020-02-24 10:15,2,0,10,1,17.427,0.397,4.947,0
2020-02-27 09:35,2,3,9,0,9.79,0.826,4.567,0
2020-02-28 09:50,2,4,9,1,23.353,0.012,5.82,0
2020-03-02 09:30,3,0,9,1,15.27,0.331,6.07,0
2020-03-04 14:45,3,2,14,1,14.607,0.616,6.57,1
2020-03-05 10:10,3,3,10,0,17.26,0.765,5.41,0
2020-03-06 10:55,3,4,10,1,19.07,0.393,21.98,1
2020-03-10 09:35,3,1,9,1,11.68,0.206,6.65,0
2020-03-12 09:40,3,3,9,1,39.42,0.435,8.61,0
2020-03-13 09:20,3,4,9,1,20.69,0.464,6.16,0
2020-03-18 10:30,3,2,10,1,35.487,0.896,9.61,0
2020-03-19 09:30,3,3,9,0,25.153,0.252,7.93,1
2020-03-26 09:20,3,3,9,0,28.473,0.452,6.39,0
2020-03-31 14:00,3,1,14,1,23.507,0.212,7.66,0
2020-04-01 10:15,4,2,10,1,19.17,0.233,13.083,1
2020-04-02 10:40,4,3,10,0,13.943,0.462,7.46,0
2020-04-06 10:20,4,0,10,0,20.307,0.76,5.852,0
2020-04-07 10:10,4,1,10,1,25.46,0.541,7.89,0
2020-04-08 09:55,4,2,9,0,12.848,0.782,4.973,1
2020-04-09 10:15,4,3,10,0,11.97,0.939,11.27,0
2020-04-14 10:50,4,1,10,0,17.72,0.546,10.857,1
2020-04-16 09:35,4,3,9,1,18.49,0.173,7.943,0
2020-04-17 13:35,4,4,13,1,21.527,0.282,5.153,0
2020-04-20 10:00,4,0,10,0,16.35,0.581,6.27,0
2020-04-23 09:55,4,3,9,0,21.833,0.238,5.778,0
2020-04-24 10:30,4,4,10,1,10.88,0.307,9.66,0
2020-04-27 10:30,4,0,10,1,11.26,0.037,6.77,0
2020-04-28 10:30,4,1,10,1,15.59,0.297,10.3,1
2020-04-29 09:45,4,2,9,1,7.9,0.228,6.433,1
2020-04-30 09:35,4,3,9,1,10.398,0.231,7.998,0
2020-05-07 10:45,5,3,10,0,9.947,0.453,4.4,0
2020-05-08 09:30,5,4,9,1,7.72,0.749,4.45,0
2020-05-13 10:55,5,2,10,0,9.53,0.18,3.133,0
2020-05-14 10:25,5,3,10,0,5.923,0.157,5.395,0
2020-05-15 10:40,5,4,10,0,8.61,0.436,4.06,0
2020-05-19 09:55,5,1,9,0,12.54,0.569,3.107,0
2020-05-20 09:15,5,2,9,1,6.507,0.221,4.13,0
2020-05-25 10:30,5,0,10,0,5.48,0.317,4.63,0
2020-05-27 09:30,5,2,9,1,12.68,0.159,4.47,1
2020-05-28 09:50,5,3,9,0,8.79,0.567,5.24,1
2020-06-01 10:45,6,0,10,1,14.37,0.719,7.555,1
2020-06-02 09:35,6,1,9,0,7.14,0.73,2.063,0
2020-06-03 09:30,6,2,9,1,12.79,0.667,7.03,0
2020-06-04 09:40,6,3,9,0,16.103,0.596,4.7,1
2020-06-05 09:20,6,4,9,1,11.423,0.045,5.427,0
2020-06-08 10:05,6,0,10,1,6.327,0.685,5.797,1
2020-06-09 09:15,6,1,9,0,16.123,0.884,2.243,0
2020-06-10 09:35,6,2,9,0,9.6,0.752,4.035,0
2020-06-12 10:00,6,4,10,0,6.573,0.058,6.47,1
2020-06-15 10:00,6,0,10,1,16.193,0.503,5.593,1
2020-06-16 09:30,6,1,9,1,10.183,0.089,8.32,0
2020-06-19 09:20,6,4,9,0,6.62,0.777,3.97,0
2020-06-22 10:25,6,0,10,0,8.73,0.777,3.23,0
2020-06-23 10:45,6,1,10,0,11.673,0.833,4.553,0
2020-06-24 09:30,6,2,9,1,11.55,0.638,4.26,0
2020-06-25 10:30,6,3,10,1,10.363,0.331,4.84,1
2020-06-26 10:20,6,4,10,1,6.813,0.207,5.28,1
2020-07-01 09:25,7,2,9,1,12.223,0.385,4.677,0
2020-07-02 09:40,7,3,9,1,7.23,0.285,11.86,1
2020-07-06 10:15,7,0,10,0,5.773,0.871,6.45,1
2020-07-08 10:55,7,2,10,0,12.07,0.928,6.18,1
2020-07-10 09:30,7,4,9,0,13.193,0.285,3.39,1
2020-07-13 09:45,7,0,9,0,5.987,0.68,5.12,1
2020-07-15 10:05,7,2,10,1,11.408,0.412,4.037,1
2020-07-16 10:45,7,3,10,0,5.327,0.559,1.887,1
2020-07-17 10:55,7,4,10,0,7.59,0.574,1.603,0
2020-07-20 09:30,7,0,9,0,7.74,0.891,3.853,1
2020-07-21 09:15,7,1,9,0,8.863,0.989,3.25,0
2020-07-22 13:30,7,2,13,0,16.75,0.613,3.563,0
2020-07-23 09:45,7,3,9,1,16.01,0.85,5.96,1
2020-07-24 09:40,7,4,9,0,10.767,0.711,8.08,0
2020-07-27 09:35,7,0,9,1,13.303,0.71,8.18,1
2020-07-29 09:40,7,2,9,0,7.313,0.419,7.31,1
2020-07-30 10:15,7,3,10,0,14.55,0.289,11.66,1
2020-07-31 10:05,7,4,10,1,14.913,0.35,11.05,1
2020-09-01 10:50,9,1,10,1,8.32,0.478,10.74,0
2020-09-03 10:15,9,3,10,0,11.407,0.497,10.283,1
2020-09-04 09:30,9,4,9,1,8.573,0.42,15.38,0
2020-09-08 10:05,9,1,10,1,25.567,0.562,8.7,1
2020-09-09 10:15,9,2,10,0,14.163,0.204,6.69,0
2020-09-10 09:30,9,3,9,0,10.311,0.501,4.33,0
2020-09-11 09:30,9,4,9,0,7.89,0.078,4.79,0
2020-09-14 09:25,9,0,9,0,7.72,0.817,3.957,0
2020-09-16 09:25,9,2,9,0,7.863,0.416,3.97,1
2020-09-17 09:50,9,3,9,1,11.913,0.429,7.77,1
2020-09-18 10:00,9,4,10,1,7.397,0.582,4.17,1
2020-09-21 10:45,9,0,10,1,26.463,0.306,12.983,0
2020-09-22 09:20,9,1,9,0,15.11,0.729,3.47,1
2020-09-24 13:55,9,3,13,0,12.533,0.049,4.52,1
2020-09-25 14:30,9,4,14,0,22.357,0.043,2.033,0
2020-09-28 09:40,9,0,9,0,17.113,0.639,6.76,0
2020-09-30 09:30,9,2,9,0,8.82,0.917,6.15,1
2020-10-02 09:50,10,4,9,1,10.263,0.351,3.97,0
2020-10-05 10:40,10,0,10,0,16.43,0.36,7.943,0
2020-10-06 09:50,10,1,9,0,12.553,0.619,9.31,1
2020-10-08 09:30,10,3,9,0,5.24,0.969,2.49,0
2020-10-09 09:35,10,4,9,0,10.513,0.833,5.84,0
2020-10-13 10:55,10,1,10,1,10.603,0.435,6.327,0
2020-10-14 09:30,10,2,9,0,9.81,0.461,3.87,0
2020-10-20 10:35,10,1,10,1,8.657,0.483,7.57,1
2020-10-21 10:50,10,2,10,0,8.25,0.085,3.04,1
2020-10-22 10:50,10,3,10,1,7.08,0.59,5.57,0
2020-10-23 09:45,10,4,9,1,6.953,0.291,4.16,0
2020-10-26 09:20,10,0,9,0,9.993,0.783,4.21,1
2020-10-27 09:55,10,1,9,0,8.38,0.516,2.43,0
2020-11-03 09:30,11,1,9,0,12.633,0.564,2.8,0
2020-11-04 13:25,11,2,13,1,23.793,0.518,3.14,1
2020-11-06 09:15,11,4,9,0,14.153,0.904,5.19,1
2020-11-11 09:30,11,2,9,1,12.06,0.427,10.307,1
2020-11-12 09:25,11,3,9,0,9.83,0.966,2.54,0
2020-11-13 09:15,11,4,9,0,12.947,0.085,3.55,1
2020-11-19 14:20,11,3,14,0,10.52,0.136,2.077,0
2020-11-20 09:55,11,4,9,0,5.96,0.728,3.994,0
2020-11-24 10:55,11,1,10,1,25.089,0.57,5.64,1
2020-11-26 10:35,11,3,10,1,6.911,0.335,4.231,0
2020-11-27 09:20,11,4,9,1,7.19,0.42,6.587,0
2020-12-01 09:15,12,1,9,0,20.74,0.824,2.727,1
2020-12-02 14:55,12,2,14,0,18.58,0.207,1.26,0
2020-12-03 10:15,12,3,10,1,9.163,0.278,6.84,0
2020-12-04 10:00,12,4,10,0,6.537,0.75,8.59,1
2020-12-08 10:00,12,1,10,0,6.92,0.441,9.073,1
2020-12-09 10:30,12,2,10,1,14.637,0.816,9.045,0
2020-12-10 10:15,12,3,10,0,10.68,0.392,8.02,1
2020-12-11 09:20,12,4,9,0,15.692,0.107,5.22,0
2020-12-14 09:50,12,0,9,0,15.726,0.184,5.223,0
2020-12-15 09:10,12,1,9,0,8.439,0.993,4.24,0
2020-12-16 14:30,12,2,14,1,12.54,0.154,7.272,1
2020-12-17 10:30,12,3,10,0,12.15,0.923,6.543,0
2020-12-22 09:25,12,1,9,0,7.04,0.794,3.077,1
2020-12-23 10:05,12,2,10,0,15.28,0.24,4.527,0
2020-12-24 09:40,12,3,9,1,9.49,0.136,4.66,1
2020-12-28 09:50,12,0,9,0,17.41,0.481,5.39,0
2020-12-29 10:35,12,1,10,1,9.194,0.578,6.85,1
2020-12-30 10:10,12,2,10,0,3.86,0.637,2.56,0
2020-12-31 09:20,12,3,9,0,5.643,0.609,2.576,1
2019-01-02 14:45,1,2,14,1,4.793,0.604,2.783,1
2019-01-03 10:25,1,3,10,0,4.53,0.168,3.63,0
2019-01-04 10:20,1,4,10,1,5.94,0.592,5.783,1
2019-01-08 09:10,1,1,9,1,2.2,0.764,1.267,1
2019-01-09 09:25,1,2,9,0,3.295,0.89,1.22,0
2019-01-10 09:30,1,3,9,1,5.42,0.299,2.073,0
2019-01-11 10:20,1,4,10,1,3.953,0.111,2.79,1
2019-01-14 09:15,1,0,9,1,3.827,0.845,2.08,0
2019-01-15 10:05,1,1,10,0,4.523,0.467,1.08,1
2019-01-17 09:20,1,3,9,1,2.713,0.853,1.8,0
2019-01-18 09:55,1,4,9,1,6.603,0.683,1.583,0
2019-01-23 10:15,1,2,10,1,2.353,0.341,2.17,1
2019-01-24 10:10,1,3,10,0,2.42,0.517,1.52,0
2019-01-25 10:35,1,4,10,0,2.797,0.351,2.99,0
2019-01-28 09:50,1,0,9,1,3.337,0.139,3.543,1
2019-01-29 10:00,1,1,10,1,3.34,0.455,2.633,1
2019-01-30 09:40,1,2,9,1,4.853,0.258,2.013,1
2019-01-31 09:45,1,3,9,0,4.683,0.189,1.95,1
2019-02-01 10:45,2,4,10,1,4.23,0.975,2.38,0
2019-02-05 09:40,2,1,9,0,4.013,0.062,1.36,0
2019-02-07 09:35,2,3,9,0,6.853,0.089,2.003,1
2019-02-08 10:20,2,4,10,0,5.707,0.095,2.023,1
2019-02-11 09:35,2,0,9,1,5.913,0.456,1.67,1
2019-02-12 10:50,2,1,10,1,3.42,0.013,1.55,1
2019-02-13 10:45,2,2,10,0,5.203,0.098,2.313,1
2019-02-14 10:00,2,3,10,0,7.407,0.839,2.613,0
2019-02-15 09:30,2,4,9,0,4.893,0.425,3.34,1
2019-02-18 10:50,2,0,10,0,4.78,0.166,1.073,1
2019-02-20 13:40,2,2,13,0,3.74,0.198,2.16,1
2019-02-21 10:25,2,3,10,1,8.433,0.43,3.025,0
2019-02-22 10:50,2,4,10,0,5.457,0.882,1.453,0
2019-02-25 10:15,2,0,10,0,3.31,0.315,2.18,1
2019-02-27 10:00,2,2,10,1,3.07,0.593,1.863,0
2019-02-28 10:00,2,3,10,1,5.523,0.263,2.463,0
2019-03-01 09:25,3,4,9,1,4.61,0.837,2.865,1
2019-03-04 10:40,3,0,10,1,6.933,0.585,2.51,1
2019-03-05 10:20,3,1,10,1,3.087,0.047,2.35,0
2019-03-06 09:50,3,2,9,1,4.463,0.661,1.76,0
2019-03-08 09:35,3,4,9,0,3.72,0.904,3.59,1
2019-03-11 10:30,3,0,10,1,4.163,0.749,2.64,0
2019-03-12 14:20,3,1,14,0,5.123,0.333,1.08,0
2019-03-13 14:50,3,2,14,0,5.23,0.696,1.07,1
2019-03-14 14:25,3,3,14,0,9.3,0.241,1.073,1
2019-03-15 09:35,3,4,9,0,3.82,0.291,2.013,1
2019-03-21 10:25,3,3,10,1,5.19,0.549,2.643,0
2019-03-25 09:40,3,0,9,0,3.98,0.365,1.62,0
2019-03-27 10:15,3,2,10,1,5.483,0.75,3.147,0
2019-03-28 10:55,3,3,10,1,11.12,0.187,1.913,0
2019-04-01 09:30,4,0,9,0,3.94,0.569,1.53,1
2019-04-03 10:00,4,2,10,1,3.955,0.528,2.223,0
2019-04-04 10:00,4,3,10,1,4.343,0.108,2.44,1
2019-04-05 09:35,4,4,9,0,3.788,0.561,2.97,0
2019-04-08 09:30,4,0,9,0,2.043,0.326,1.99,1
2019-04-09 09:15,4,1,9,0,5.803,0.162,1.417,0
2019-04-10 10:05,4,2,10,1,2.81,0.871,4.53,1
2019-04-11 09:25,4,3,9,1,7.04,0.267,2.87,0
2019-04-12 09:55,4,4,9,1,4.38,0.32,1.997,1
2019-04-15 09:45,4,0,9,1,2.88,0.409,2.037,1
2019-04-16 09:55,4,1,9,1,4.848,0.718,3.17,0
2019-04-22 10:05,4,0,10,1,3.4,0.859,1.36,0
2019-04-23 09:40,4,1,9,1,3.01,0.347,3.29,0
2019-04-25 10:05,4,3,10,0,2.75,0.148,2.23,0
2019-04-26 10:55,4,4,10,0,3.263,0.246,1.343,0
2019-04-29 10:45,4,0,10,1,3.77,0.44,1.657,1
2019-05-01 10:30,5,2,10,0,5.07,0.249,2.02,0
2019-05-02 09:45,5,3,9,1,2.403,0.489,2.813,1
2019-05-03 10:35,5,4,10,0,2.943,0.915,2.593,0
2019-05-06 09:50,5,0,9,1,3.573,0.975,1.793,1
2019-05-09 09:40,5,3,9,1,3.99,0.542,2.68,1
2019-05-13 09:45,5,0,9,0,2.323,0.39,2.35,0
2019-05-14 09:40,5,1,9,0,3.178,0.625,1.263,1
2019-05-21 09:55,5,1,9,1,5.263,0.182,1.59,1
